title,date,content
"El Camino hacia la Milpa, báaxal beeta’ab ti’al u chíimpolta’al u meyajil kool te’e kaajo’obo’",02/08/2023,"U báaxalil El Camino hacia la Milpa, uláak’ jump’éel ba’ax táan u meyajta’al tumen u múuch’kabil U Yich Lu'um ti’al u ka’a líik’sa’al maaya t’aan, yéetel ti’al xan u k’i’itbesa’al ichil paalalo’ob jejeláas ba’alo’ob k’a’anan u yojéelta’al ti’al u ka’anal bix u na’atal kool yéetel bix u jelpajal ba’al ikil táan u k’éexel yóok’ol kaab.Meyaje’ jbeeta’ab tumen Karla G. Hernández Aguilar, máax táan u xokik u dóoktorado tu noj najil xook Universidad de Nottingham, Reino Unido, ich múul meyaj yéetel u ko’olelilo’ob ti’ u múuch’kabil U Yich Lu'um, leit’e’ máaxo’ob jbeet le báaxala’, óoli’ je’el bix serpientées y eskaleráas, ti’al beyo’, máaxo’ob kun báaxale’, u k’ajóoltiko’ob bix u beeta’al u meyajil kool, ikil u tso’olol tumen nokoch máako’ob ti’ u kaajil Sanahcat, Yucatán.
“Bino’on k-u’uy u t’aan nojoch máako’ob suuka’an u beetiko’ob kool, tk’áataj ti’ob ich maaya ka u tsikbalto’on bix u láaj beeta’ali’. K-k’áat e’es wíinik te’e báaxala’, beyxan láak’tsilo’ob meyajtik kool, tumen ya’abach ba’al u yojelo’ob máax u kanmajo’ob kool”, tu ya’alaj Yamili Chan, ko’olel táaka’an tu múuch’kabil U Yich Lu'um.Karlae’ tu kaxtaj u taak’inil u meyajta’al le báaxala’ tu noj najil xook Escuela de Geografía ti’ Universidad de Nottingham, le beetike’, patjo’olta’ab báaxal tumen tu ka’atúulalo’ob táan u yilko’ob yaan ba’alob táan u yúuchul yéetel kool yóok’lal u k’eexilo’ob yóok’ol kaab.48 u p’éel káasiyáas yaan ti’ le báaxalo’. Te’elo’, xa’ak’ta’an ba’ax u yojel kolnáalo’ob yéetel ba’ax ojéela’an sientifikamentée. Máaxo’ob kun báaxale’ k’a’abéet u yilko’ob ma’ u kastal kool tumen u k’eexilo’ob yóok’ol kaab. Ku béeytal u báaxta’al chéen ich káastelan wa chéen ich maaya.Yéetel báaxale’ táan u kaxta’al u ka’ansa’al ti’ máak bix u kaláanta’al yóok’ol kaab te’e kaajo’obo’, u ye’esa’al ti’ paalal bix u meyajta’al lu’um, u ka’a líik’sa’al maaya t’aan, yéetel xan u tse’elel u muuk’ táanxel lu’umil siensyáa ku ts’a’abal yóok’ol máasewal kaajo’ob, ikil u péektsilta’al uláak’ ba’alo’ob tu’ux ma’ tu chíimpolta’al úuchben ba’ax suuk u beeta’al te’e kaajo’obo’.   
"
Ku tukulta’ale’ tu yúuchben woojilo’ob tu jáal ja’il Las Labradase’ ts’íiba’ab u máan Halley eek’,03/08/2023,"Tu jáal ja’il, tu méek’tan kaajil San Ignacio, Sinaloae’, yaan junmúuch’ basaltikóo tuunich, jóok’ ti’ wiits k’áak’, tu’ux póola’ab ts’íibo’ob ichil u ja’abilo’ob 900 tak 1100 ti’ u jaatsk’iinilo’ob Nuestra Era. Te’elo’, ku yila’al bix tuukul máasewal kaajo’ob kuxlaj te’e k’inako’obe’.U kúuchil Zona Arqueológica Las Labradas ets’ekbal tu’ux yaan chakte’ob, yéetel yaan kex 700 u p’éel úuchben wooj póola’an, tu’ux ku yila’al xíiwo’ob, nikte’ob, ba’alche’ob yéetel uláak’ jeomeetrikóo ba’alo’ob, ts’o’okole’ kex yéetel beyka’aj isíinsa’an tumen k’áak’nabe’, ma’ k’asaki’. Ichil ba’ax woojole’ ku jach chíikpajal ka’ap’éeli’, tumen ku tukulta’ale’ ku ye’esik le ka’apuul úuchik u k’áatal u eek’il Halley, beey a’alabik tumen u meyajnáalilo’ob u mola’ayil Instituto Nacional de Antropología e Historia (INAH).
Yaan kex kamp’éel tuunicho’ob e’esik wa ba’ax yaan u yil yéetel espaasyal ba’al, yéetel uáak’o’ob tu’ux ts’a’aban xookolo’ob.Beyxan yaan woojo’ob chíikbesik u kanti’itsil yóok’ol kaab, ba’ale’ INAHe’ u ts’áamaj k’ajóoltbile’ yaan uláak’o’ob e’esik u k’iimbesajil kéen k’éexek u máan k’iin. Te’e k’áaxo’, kaxta’an manal 20 u p’éel kaajtalilo’ob káaj u jéets’elo’ob lik’ul u ja’abilo’ob 7000 tak 5500 ma’ili’ okok u jatsk’iinilo’ob Nuestra Era, ba’ale’ póol meyaj beeta’an te’e tuunicho’obo’, ku tukulta’abe’ ya’abach ja’abo’ob paachil ka’aj beeta’abij.
"
"Tu ja’abil 2022e’, oksa’ab lalaj p’isk’iine’ 66 u túul máak tu kúuchilo’ob k’alab tu lu’umil Yucatán",03/08/2023,"Tu petenil Yucatáne’ oksa’ab  3 mil 468 u túul máak tu kúuchil k’alabil le ja’ab máaniko’. U promeedyoil túune’ k’uch 66 máak lalaj p’isk’iin: Ichil xookil beeta’ab tumen Censo Nacional de Sistemas Penitenciarios Federal y Estatal (CNSIPEE-F) ila’ab u promeedyoil tu péelu’umil Quintana Rooe’ 35.8 lalaj semaanáa; Yucatáne’ 20, yéetel Kaanpeche’ 9.9. Mix jump’éel ti’ le óoxp’éel péetlu’umo’obo’ jo’olbesik u tsoolil tu’ux ya’abach wíinik ku yoksa’al tu kúuchil k’alab; u lu’umil Yucatán yéetel Kaanpeche’ ti’ yano’ob tu ts’ook wakp’éel kúuchilo’obi’, ba’ale’, ti’ lajun máak k’ala’ane’, kantúule’ ma’ jets’a’an beyka’aj k’iin kéen u beet te’elo’, beey jts’a’ab k’ajóoltbil tumen Instituto Nacional de Estadística y Geografía (Inegi). Ti’ tuláakal máaxo’ob ma’ jáalk’abe’, ba’ale’ ma’ xan je’ets’ek u si’ipile’, u 50.2 por sientoile’ oksa’an ti’ ba’ax k’ajóolta’an beey prisión preventiva oficiosa; 23.9e’ ti’ yaan tu jaatsil preventiva justificada; 11.4 por sientoile’ ti’ uláak’ wa ba’ax juriidikóo jaatsil, yéetel 14.5 por sientoe’ ma’ béeychaj u yojéelta’al makalmáak u jaatsil tu’ux yano’obi’.
Tu péetlu’umil Yucatáne’ yaan kamp’éel kúuchilo’ob k’alab yéetel jump’éel éespesyalisadóo kúuchil; Quintana Rooe’ óoxp’éel yani’ yéetel jump’éel éespesyalisadoi’; yéetel Kaanpeche’ ka’ap’éel yaan yéetel jump’éel éespesyalisadoi’.Kúuchil yaan tu péetlu’umil Quintana Rooe’ jach chuup, tumen ma’ tu chukik kaamas tu’ux ku wenel wíinik, ikil k’ucha’an tak 131 por siento ti’ le beyka’aj unaj u yantal máaki’; Kaanpeche’ chuup tu 58 por sientoil yéetel Yucatáne’ 48.7 por sientoil. Ichil ba’ax a’alab tumen CNSIPEE-Fe’, tuláakal wíinik oksa’an tu kúuchil k’alab tu petenil Yucatáne’ ku ja’atsal beya’: tres mil 204e’ ti’ yano’ob QRoo; mil 555 tu péetlu’umil Yucatán, yéetel mil 76 Kaanpech. Ichil péetlu’umo’ob tu’ux yaan u ya’abil máaxo’ob ku yoksa’al tu kúuchilo’ob k’alabe’, ti’ yaan Baja California yéetel Estado de México. Te’e yáaxo’ yaan 19 mil 664 u túul máaki’ yéetel tu ka’ap’éelilo’ 13 mil 712.
"
Ku tukulta’ale’ u yúuchben ch’i’ibal ch’ooj báayenae’ ''u asab aalil” ba’alche’'' yanchaji,03/08/2023,"Ma’ úuch ku kaxta’al tu lu’umil Perú Perucetus colossus, juntúul nukuch kay táan u yila’ale’ míin u asab aalil yanchaj, a’alab ti’ jump’éel xaak’al jóok’sa’ab tu pikil ju’unil Nature. Máaxo’ob ts’íibte’ ku ya’aliko’obe’ le nuxi’ ba’alo’ aalchaj ichil 85 tak 340 tóoneladas.
"
"Xlapak, úuchben kaaj méek’tanta’an tumen Oxkutzcab; ku jach chíikpajal u estiiloil Pu’uk",04/08/2023,"Tu náachil 113 kilometróos náach ti’ u noj kaajil Jo’e’, ti’ yaan u yúuchben kaajil Xlapak, kúuchil tu’ux líik’sa’ab jump’éel ti’ le tuunich multun asab k’a’anan ti’ bix meyajta’abik ba’ax k’ajóolta’an beey Pu’uk.Le kúuchila’, ku k’aaba’tik El Palacio, yéetel leti’ u nojochil yaan ichil u yúuchben kaajil Xlapak. Tu táanile’, ts’a’aban póol tuuch yéetel jayp’éel greekáas, beyxan uláak’ jeomeetrikóo ba’alo’ob. Beyxan, tu ti’itsilo’ob yéetel tu chúumukilo’obe’ ts’a’aban u jejeláasil u yich Cháak, ts’o’okole’ le je’elo’obo’ jach jats’uts u cha’antal tumen ajxak’aal xooko’ob yéetel ajxíinximbalo’ob.
Xlapake’ ti’ yaan tu bak’pachil u kaajil Oxkutzcab, u k’aaba’e’ ku ch’a’achibtik “laab tuunich”, yéetel beey jts’a’ab u k’aaba’o’ tumen u tuunichil úuchik u beeta’ale’ maanal 12 siiglos u yúuchbenilo’ob.Ichil ba’ax a’ala’an tumen u mola’ayil Instituto Nacional de Antropología e Historia (INAH), te’e úuchben maaya kaaja’ ku jóok’ol u ya’abil janabe’enbalo’ob ku yantal ti’ kool ti’ u baantail le Pu’uko’, tumen kex mina’an tu’ux u ch’a’abal ja’e’, leti’e’ tu’ux yaan u jach utsil lu’um ti’al u yúuchul paak’áal, ikil u seen k’áaxal cháak, yéetel ba’ax ku taasik tu paach kéen jo’op’ok u yúuchul jooch.Le beetike’, tuláakal kúuchilo’ob yaan te’e baantaa’, ts’a’aban jejeláas ba’alo’ob chíikbesik yéetel e’esik Cháak. Ka’ache’ u kaajil Xlapake’ ku k’exik ba’alo’ob, je’el bix ta’ap’, kaab, piits’, k’u’uk’melo’ob, u yiits kaab, ichil uláak’o’ob, yéetel jach mu’uk’anchaj u kaajil ichil u ja’abilo’ob 800 yéetel 1000 ti’ u jats k’iinilo’ob k’ajóolta’an beey Nuestra Era.
"
Xk'an péepen,04/08/2023,"Máax jo’olbesik u pláanetaryoil Sayab tu kaajil Playa del Carmen, Cristóbal Carrión, tu ya’alaj xk’an péepen (Pyrisitia nise), ku yila’al ichil tuláakal amerikaanóo k’áax. Tu tsolaje’, suuka’an u yila’al tu’ux yaan k’áax, tu’ux yaan ya’abach nikte’, tumen ti’ ku ts’u’uts’ik kaab ti’al u jaantej.“Samal k’an u boonil, ts’o’okole’ ma’ mu’uk’a’ani’, je’el bix ya’abach péepene’. Ku béeytla u tila’al tu xamanil Argentina tak tu jáal ja’il u Golfoil Texas, yéetel tuláakal u chúumukil México, yéetel tu lak’in-noojolil, tu’ux chokoj u yooxol”, tu tsikbalaj.
Ka’alikil láayli’ xnook’ole’, ku jaantik mimoosáa xíiwo’ob, yéetel kéen súutuk péepene’ ku jaantik u kaabil nikte’. Kéen u xit u xiik’e’ je’el u p’isik tak 55 milimeetróos.Mina’an u jela’anil ichil u xiibil yéetel u xch’uupul péepenil, tumen tu ka’atúulalo’obe’ k’antak. Tu ka’analil u xiik’e’ yaane’ kóochtak yéetel óol boox, ts’o’okole’ jach chéen leti’ u jela’anil ichil u xiibil yéetel u xch’uupulil.Leti’ xane’ tu tsikbaltaje’ ku béeytal u ch’a’abal u yoochel wa tak u yéensa’al u yoochel ti’ séelular, tu áaplikasyoonil Comisión Nacional para el Conocimiento y Uso de la Biodiversidad (Conabio), ku k’aaba’tik Naturalista, tu’ux xan ku béeytal u yila’al uláak’ ba’alche’ob je’el bix le je’ela’.  
"
"Tak poolo’ob beeta’ab yóok’lal u ko’onol wíinike’, ka’anchaj 37 por siento ti’ ka’ap’éel ja’ab",06/08/2023,"Jessica Xantomila
Tak poolo’ob yanchaj tumen u ko’onol máak tu noj lu’umil Méxicoe’, ya’abchaj yóok’ol u 37 por siento ichil u ja’abil 2020 yéetel 2022, tumen ka’ache’ ojéela’an yaan 681, ba’ale’ k’uch tak 936 u p’éelal, ka’alikil ti’ le yáax wakp’éel winalo’ob le ja’aba’, ts’o’ok u chukik 488 u p’éel tak poolo’ob, je’el bix a’alab tumen u mola’ayil Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública, tu ya’alaj Oficina de Naciones Unidas contra la Droga y el Delito en México (Unodc, yóok’lal bix u k’aaba’ ich inglés t’aan).Úuchik u máan u k’iinil Día Mundial contra la Trata de Personas, suuka’an u k’ajsa’al lalaj 30 ti’ julioe’,  a’alabe’ u ya’abil wíinik ku ko’onole’ yéetel ma’ tu jach ojéelta’ale’, leti’e’ máasewalo’obo’ beyxan áafromexicanaso’ob, je’el bix xan táanxel kajil máako’ob. Mario Cordero, máax jo’olbesik u nu’ubkesajo’ob Prevención y Lucha contra el Crimen Organizado ichil Unodc, tu ya’alaje’ u ya’abil bix u loobilta’al le jats kaaja’ yaan ba’al u yil yéetel éexplotasyon sexual, ichil ko’olel yéetel xch’úupalal; u ts’a’abal meyaj xiib yéetel xi’ipalal; u ts’a’abal máak k’áat taak’in wa u ts’o’oksa’al u beel máak kex ma’ u k’áati’. Ti’ k’áat chi’ tsikbal beeta’abe’, tu tsikbaltaj bix u kóola’al máak ti’al ba’al beya’, tumen jela’an ti’ bix u beeta’al te’e noj kaajo’obo’. “Ku k’a’abéetkunsa’al k’a’aytajilo’ob ti’ mikrofonóo, ku yantal máax k’a’aytik u kaxta’al máak ti’al meyaj, ba’ale’ ma’ jaaji’”, tu ya’alaj. Tu tsikbaltaje’, máaxo’ob k’a’abéet ti’obe’ ku bino’ob ti’al u yilko’ob ba’axi’, wa ma’ xane’ ku káajal u t’a’anal xch’úupalal ti’al u kóola’al.Cordero tu ya’alaje’ je’el bix u yantal Internet te’e kaajo’obo’, beey xan u bin u k’a’abéetkunsa’al tumen le k’aak’as máako’obo’, ti’al u kaxtiko’ob máax ken u ch’a’ob.Beey túuno’, yóok’lal lela’ Unodce’ táan u beetik u nu’ukbesajil Agentes de Cambio, tu’ux ku ts’aatáanta’al máasewal yéetel áafromexicano máako’ob; ku beeta’al yéetel u yáantajil u jala’achil Canadá, tu’ux xan ku táakpajal Secretaría de Gobernación. Ku kaxta’al u k’a’aytal sajbe’entsil yaan ti’ wíinik, beyxan u ts’a’abal áantaj yéetel u mu’uk’ankúunsa’al meyajo’ob ti’al u yantal justiisyáa, tu péetlu’umilo’ob Guerrero, Oaxaca, Chiapas, Ciudad de México, Veracruz, Baja California yéetel Puebla. 
"
Hubblee’ tu ch’a’aj u yóochel u muuyalil tuunich jóok’ ka’aj p’úuch DART,06/08/2023,"Ajsutu’ut eek’o’ob, wa aastronomos, ku k’a’abéetkunsiko’ob u téeleskoopyoil Hubblee’ tu yilajo’ob tuunicho’ob ku tukulta’al jóok’ ka’aj tu p’uchubáaj u naabe éespaasyáalil DART yéetel u áasteroide Dimorphos, tu chichil kex 22 mil 500 kiloometróos por ooráa, jtsa’ab k’ajóoltbil tumen Agencia Espacial Europea (ESA).
Tu yóolili’ ka’aj beeta’ab u p’úuchul DART yéetel Dimorphos tu k’iinil 26 ti’ septiembre ti’ u ja’abil 2022, ts’o’okole’ lelo’ tu beetaj u jach k’éexil bix ka’ach u suut u oorbitail tu bak’pachil nuxi’ áasteoridée, Didymos.Le 37 u p’éel tuunicho’ob jóok’ ti’ le je’elo’, jejeláas u nuuktakil. Yaane’ jump’éel meetróo yéetel uláak’o’obe’ ku chukik tak 6.7 meetróos u kóochil, je’el bix chíikpaj ti’ oochelo’ob jch’a’ab tumen Hubble. Jump’éel kiloometróo por ooráa u bin u náachtal tuunicho’ob ti’ áateroidée.Beey túuno’, tuláakal u maasail tuunich ila’abe’ ku p’isiko’ob kex .1 por sientoil u maasail Dimorphos. Le tuunicho’oba’ chéen jayp’éel ti’ le nu’ukulo’ob maas jach p’aayach béeychaja’an u jóok’sa’al u yoochel ichil tuláakal Sistema Solar.  
Lee también: ‘Hubble’ distingue un deslumbrante cúmulo de estrellas en la Vía Láctea
"
Yucatáne’ k’uch tu yáax kúuchil ichil lu’umo’ob tu’ux asab ya’ab u kíinsikubáaj máak: Inegi,08/08/2023,"Ichil u ja’abil 2022, tu péetlu’umil Yucatáne’ yanchaj 374 u túul máak tu kíinsubáaj, maanal 33 ti’ le beyka’aj yanchaj ti’ u ja’abil 2021, le beetike’ ichil le 32 péetlu’umo’ob yane’, ti’ yaan tu yáax kúuchil, beey chíikbesa’ab tumen u xookil Estadísticas por Defunciones Registradas (EDR) beeta’ab tumen Instituto Nacional de Estadística y Geografía (Inegi).
Le je’ela’ u k’áat u ya’ale tu lu’umil Yucatán yaan u ya’abil máax ku kíinsikubáaj, ichil lalaj 100 mil kajnáalo’ob, kex beyo’, yaan uláak’ péetlu’umo’ob tu’ux asab ya’ab máak tu kíinsubáaj.  
Ti’ le ts’ook ja’abo’obo’, Yucatáne’ ti’ ku sutulsuut ichil le yáax óoxp’éel kúuchilo’ob tu’ux asab ya’ab máak ku kíinsikubáaj, ba’ale’ le septiembre máaniko’ leti’e’ ka káaj u beeta’al nu’ukbesajo’ob ti’al u ts’aatáanta’al le talamila’.
Arsenio Rosado, máax jo’olbesik Instituto de Salud Mental tu lu’umil Yucatán, tu tsolaje’ úuchik u yantal pak’be’en k’oja’ane’, 19 ti’ septiembre ti’ u ja’abil 2022 káaj u beeta’al u nu’ukbesajil Juntas y juntos por la salud mental de Yucatán, tu’ux ku ts’aatáata’al jo’o jaats: u beeta’al kóonsejos te’e kaajo’obo’, u yantal múuch’o’ob meyaj ti’al u ts’aatáanta’al u yóol máak, u beeta’al u táamisajeil ti’al u wila’al wa yaan u sajbe’entsil u kíinsikubáaj máak ikil u k’a’abéetkunsa’al u áaplikasyoonil MeMind wa u taan máak ti’al u k’áatik áantaj 800108800, ku meyaj bul k’iin yéetel bul áak’ab, tuláakal u k’iinilo’ob le ja’aba’, yéetel u koodigoil 100  ti’al u béeytal u ts’aatáanta’al máaxo’ob ts’o’ok u ts’áakubáaj u kíinsukubajo’ob ba’ale’ ma’ béeychajo’obi’.  
Ba’ale’ xts’akyaj Ingrid Vargas Huicochea, u x-xak’al xookil Departamento de Psiquiatría y Salud Mental ti’ u noj najil xook Facultad de Medicina, UNAM, ku ya’alike’ ma’ tu chúukpajal meyaj wa chéen ku ts’aatáanta’al ba’ax yaan u yil yéetel áadixiones yéetel u toj tuukul wíinik.
Ku ya’alike’, kaaj yéetel jo’olpóopo’obe’ unaj u ts’aatáantiko’ob le talamila’, ba’ale’ k’a’abéet u táakbesa’al jejeláas bak’pachtik wíinik, ma’ chéen u beeta’al nukuch káampañas beeta’ab ti’ uláak’ kaajo’ob jela’antak ti’ le tu’ux yano’ono’. 
"
Tu noj lu’umil Nueva Zelandae’ yaan juntúul chan ba’alche’ ku tsa’ayal u k’exik u boonil ti’al ma’ jaanta’al tumen uláak’o’ob,08/08/2023,"Juntúul chan ba’alche’ kaja’an Nueva Zelanda (u xya’axkach u tuunichil Zelandoperla fenestrata) tu kanaj u beet beey juntúul tooxikóo ba’alche’ ti’al ma’ u jaanta’al tumen u jeelo’ob, 
Ichil kuxtal yaan yóok’ol kaabe’, ba’alche’ob yaan u k’aasil ts’aake’ ma’ suuka’an u k’a’aytiko’ob u k’aasili’; ya’abach ti’ leti’obe’ ku ye’esiko’ob jats’uts boono’ob, je’el bix boox, sak yéetel k’aank’ab, je’ex u ti’al u yik’elo’ob kaab.
Óoli’ beey xan u beetik le chan ba’alche’a’. Juntúul xya’axkach ku tsa’ayal u beetik sianuróo tu lu’umil Nueva Zelanda, Austroperla cyrene. Lela’ ku tsa’ayal u chíikbes mu’uk’a’an boono’ob ti’al u “k’a’aytik” sajbe’entsil; ku ye’esik u booxil, u sakil yéetel u k’aank’anil ti’al u ye’esik yaan u muuk’ yóok’ol uláak’ ba’alche’ob ku ts’áakubáaj u jaantej. 
Ti’ jump’éel meyaj jts’a’ab k’ajóoltbil Molecular Ecology, a’alab tumen u ajxaak’alilo’ob u kúuchil Departamento de Zoología, ti’ u noj najil xook Universidad de Otago, tu chíikbesajo’obe’ yaan juntúul ba’alche’ ma’atech u chi’ibale’, tu kanaj “u tuus” u jeelo’ob yaan u k’aak’as ts’aakil ti’al ma’ u cha’ak u jaanta’al.
U nojochil máax beet xaak’ale’, Brodie Foster, tu ya’alaje’ kéen u beet jach je’ex le ku chi’ibalo’, u xya’axkach u tuunichil Zelandoperla fenestrata ku kaxtik u ts’áak saajkil ti’al u ma’ u jaanta’al.  
“Ch’íich’e’ maas talam kéen u yil u na’atik u jela’anil ichil xya’xkach ku chi’ibal yéetel le ma’atecho’, le beetike’ ma’ tu bin jaantbil. Ti’al máax ma’ u k’ajóolo’obe’, ma’ tu béeytal u yila’al u jela’anil ichil le ku chi’ibalo’ yéetel le ma’atecho’”, a’alab ti’ k’a’aytajil ts’íib. 
"
U lu’umil Esloveniae’ táan u yilik u píitjo’oltik bulkabilo’ob ,08/08/2023,"Ti’ jump’éel xíimbal meyaj beeta’ab tu’ux buulule’, yáax ministróo, Golobe’, tu k’áataj áantaj ti’ uláak’ noj lu’umo’ob yaan naats’, yéetel tu meyajtik europeoil nu’ukbesaj ti’al u ts’aatáantik kaaj.
"
U yik’elo’ob kaabe’ taalja’ano’ob ti’ jump’éel úuchben nuxi’ kóontinentéej: xaak’al,09/08/2023,"K’iin aka’aj yanchajo’ob ik’elo’ob kaabe’, maas jach táaj úuchben ti’ le miyoonesil ja’abo’ob ku tukulta’alo’, ts’o’okole’ yanchajo’ob ti’ jump’éel úuchben noj lu’um, beey chíikpaj ti’ jump’éel túumben xaak’al beeta’abij.
Junmúuch’ máako’ob jo’olbesa’anob tume u ajxak’al xokilo’ob Universidad Estatal de Washington (WSU) tu jach xak’alt u ch’i’ibal u yik’elo’ob kaab ka’aj ila’abe’ yaan kex 120 miyoonesil ja’abo’ob tak Gondwana, tu’ux xan oka’an tak África yéetel América del Sur k’ajóolta’an walkila’.
Te’e meyajo’, ajxak’al xooko’obe’ tu kaxto’ob yaan ba’ax e’esik u yik’elo’ob kaabe’, maas úuch yanako’ob ti’ le ku tukulta’alo’, ts’o’okole’ séeba’an úuchik u yantal u jejeláasil yéetel maas náachchajo’ob ti’ le ku tukulta’alo’. 
Ba’ax túumben kaxta’abe’, jts’a’ab k’ajóoltbil tu pikil ju’unil Current Biology. “Úuch káajak u na’ata’al tu’ux u taal u yik’elo’ob kaab”, a’alab tumen Silas Bossert ti’ k’a’aytajil ts’íib, máax ku yáantaj meyaj tu kúuchil Departamento de Entomología de WSU, máax múul meyajt xaak’al yéetel Eduardo Almeida, jka’ansaj ti’ u noj najil xook Universidad de São Paulo, Brasil.
Úuchik túun u beeta’al múul meyaje’, béeychaj u beeta’al muestreo yéetel xaak’al ti’ kóomputadoráa. U múuch’ meyajil Bossert yéetel Almeidae’ tu nupaj yéetel tu ketaj u jeenesil maanal 200 u p’éel u jejeláasil u yik’el kaab. Jke’et yéetel u chíikul u reestosil 185 u foosilées jejeláas ik’elo’ob kaab, je’el bix xan jayp’éel ti’ le ts’o’ok u ch’éejelo’ob, tumen beyo’ béeychaj u k’as na’ata’al bix úuchik u k’éexelo’ob yéetel tu’ux u taal u ch’i’ibalo’ob.
 Ts’o’okili’ u yáax je’ets’el tumen u jeel ajxaak’alo’obe’, yáax ik’elo’ob kaabe’ míin k’éex u wíinkulalo’ob ti’al u súutulo’ob xuux, tumen ka’aj káaje’ leti’ob ku máano’ob janal, ba’ale’ ka’aj ts’o’oke’ leti’ob máan u monla’ant kaab. Le xaak’ala’ ku ye’esik yanchaj lu’um, tu chik’inil Gondwana, tu jats k’iinil Cretácico temprano, tu’ux ila’ab ik’elo’ob kaab. 
"
Ik’elo’ob tsa’aysik k’oja’ano’ob p’aatal ti’ yiibil permafroste’ je’el u beetik u yantal sajbe’entsil ti’al yóok’ol kaab,09/08/2023,"Úuchben ik’elo’ob ku púuts’ulo’ob ti’ permafrost ku yíibile’ jach noj ba’al ti’al mikrobianóo kuxtal yaan, ts’o’okole’ ku beetik u yantal sajbe’entsil ti’al u toj óolal wíinik, beey a’alab ti’ jump’éel u túumben xaak’al in Giovanni Strona, ti’ u kúuchil Centro Común de Investigación de la Comisión Europea, tu’ux táakpaj u jeel máako’ob, yéetel jts’a’ab k’ajóoltbil tu pikil ju’unil PLOS Computational Biology.
U yíibil u yeeloil glaasiares yéetel permafrost táan u beetik u yantal jejeláasil mikrobyoose’, táan u ts’áak u páajtalil u ka’a líik’ilo’ob, ts’o’okole’ lelo’ sajbe’entsil ti’al u toj óolal wíinik yéetel ti’al yóok’ol kaab, tumen mix jach ojéela’an beyka’aj ba’al yaan ti’obi’.
Ti’ túumben xaak’ale’ u múuch’ meyajil Atronar’ tu ts’áajubáaj u na’at ba’ax talamilo’ob je’el u taasik jump’éel ba’al beya’ yéetel u yáantajil simuladorées. Tu beetajo’ob u súutul ik’elo’ob je’el bix wa ka k’éexeke’ ti’al u yilko’ob óoli’ bix u multa’al ka’ach uláak’ bakterias je’ex le je’elo’. 
Múuch’ meyaje’ tu yilaj, ti’ síimulasyoonese’, úuchben ik’elo’obe’ suukchaj u kaniko’ob kuxtal yéetel u k’éexelo’ob ti’ túumben wíinkilalo’ob, ts’o’oke’ kex 3 por sientoe’ jach mu’uk’anchajo’ob. 
Talamo’ob je’el u yantal yóok’lal le 1 por sientoil ik’elo’ob ku cha’akubáaje’, ma’ seen ya’abi’, ba’ale’ yóok’lal beyka’aj yane’ ku cha’apajal ti’ le yano’ob walkila’, le beetik je’el u k’askúuntik ba’al. 
"
"Puksi’ik’ale’ yaan u kukuláankil ich maayat’aan, tu kaajil Noj Kaaj Santa Cruz, Quintana Roo",09/08/2023,"Ichil u k’iimbesajil Feria de las Lenguas Indígenas Nacioanles yaan u yantal maanal 80 u p’éel jejeláas meyajo’ob, ti’ u kaajilo’ob le baantao’, tu’ux yaan u táakbesa’al 23 u p’éel t’aano’ob ti’ u noojol-lak’inil México.
"
